Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,"$672,399,700.00 ","$654,100,200.00 ","$824,100,000.00 ","$940,799,900.00 ","$1,025,599,900.00 ","$888,100,000.00 ","$983,900,000.00 ","$1,034,800,000.00 ","$1,079,100,000.00 ","$1,230,500,000.00 ","$1,485,500,000.00 ","$1,666,500,000.14 ","$1,987,400,000.00 ","$2,344,800,000.20 ","$2,925,700,001.46 ","$3,599,200,003.60 ","$3,951,500,003.95 ","$4,587,100,004.59 ","$4,734,400,004.73 ","$5,498,800,005.50 ","$6,761,300,006.76 ","$7,561,300,007.56 ","$8,267,400,008.27 ","$9,220,600,009.22 ","$11,594,000,004.83 ","$5,044,579,439.00 ","$6,122,127,855.11 ","$5,827,050,248.07 ","$5,374,300,274.57 ","$6,686,593,059.94 ","$7,073,675,544.79 ","$9,824,483,368.01 ","$11,605,382,504.00 ","$13,081,042,400.00 ","$14,644,734,247.74 ","$16,637,370,839.16 ","$18,241,622,255.71 ","$20,017,449,966.09 ","$21,672,215,776.01 ","$22,136,579,527.50 ","$24,305,781,111.91 ","$25,601,824,419.04 ","$27,137,441,266.34 ","$21,403,168,127.88 ","$22,322,387,609.85 ","$35,777,560,474.81 ","$37,879,829,854.80 ","$43,965,459,071.07 ","$48,122,601,589.77 ","$48,261,079,523.82 ","$53,860,187,452.39 ","$58,029,773,802.38 ","$60,681,535,894.48 ","$62,682,158,700.29 ","$67,179,956,264.94 ","$71,164,826,719.50 ","$75,704,647,977.26 ","$79,998,045,975.51 ","$85,555,390,385.98 ","$88,941,371,980.27 ","$78,844,655,833.22 ","$94,243,426,487.08 ","$113,641,857,434.00 "
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,"$2,723,615,449.13 ","$2,434,747,054.00 ","$2,001,444,542.32 ","$2,702,982,015.48 ","$2,909,316,432.97 ","$3,136,284,304.35 ","$3,039,859,185.03 ","$3,370,870,373.61 ","$3,852,147,023.70 ","$4,257,253,260.69 ","$4,863,526,892.70 ","$5,077,182,745.75 ","$6,766,744,027.55 ","$8,707,858,006.19 ","$13,209,871,629.06 ","$15,557,901,444.87 ","$17,728,240,936.57 ","$20,972,112,004.19 ","$26,364,491,320.09 ","$33,243,709,744.09 ","$42,345,829,090.24 ","$44,348,587,045.92 ","$45,207,170,761.65 ","$48,801,369,810.56 ","$53,698,548,297.56 ","$57,937,868,670.19 ","$63,692,012,412.32 ","$66,745,822,963.08 ","$59,089,400,190.48 ","$55,634,719,135.36 ","$62,048,505,222.34 ","$45,715,676,428.28 ","$48,003,133,347.00 ","$49,945,585,165.79 ","$42,543,177,031.17 ","$41,764,291,963.85 ","$46,941,553,939.56 ","$48,177,612,042.15 ","$48,187,781,711.03 ","$48,640,671,734.97 ","$54,790,398,813.00 ","$54,744,698,044.23 ","$56,760,355,865.01 ","$67,863,850,333.95 ","$85,332,581,188.61 ","$103,198,211,973.24 ","$117,027,280,692.36 ","$134,977,082,623.78 ","$171,000,699,876.75 ","$137,211,004,291.27 ","$161,207,306,304.79 ","$200,013,097,903.17 ","$209,059,081,828.26 ","$209,755,003,250.66 ","$213,809,980,720.79 ","$165,979,224,316.67 ","$160,034,212,613.44 ","$170,096,989,042.83 ","$174,910,891,124.49 ","$171,760,290,068.16 ","$145,743,722,826.26 ","$163,472,233,245.77 ","$191,912,889,420.91 "
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,"$81,326,348,985.76 ","$71,596,255,522.20 ","$65,380,076,109.97 ","$70,825,945,772.77 ","$81,742,063,326.97 ","$95,156,520,863.46 ","$104,051,083,523.86 ","$100,981,200,429.95 ","$102,253,082,476.35 ","$114,766,750,932.52 ","$127,454,919,352.34 ","$137,030,062,986.26 ","$155,408,666,772.34 ","$195,534,127,614.96 ","$221,206,099,178.33 ","$248,600,838,593.22 ","$252,627,347,577.80 ","$291,576,300,239.87 ","$282,751,871,491.92 ","$327,551,775,854.46 ","$378,033,865,488.37 ","$403,550,370,494.58 ","$423,685,722,452.22 ","$443,837,445,351.95 ","$480,900,837,963.17 ","$526,325,244,782.65 ","$525,026,601,298.33 ","$518,938,502,263.92 ","$575,483,688,565.98 ","$622,373,424,237.77 ","$667,200,070,409.87 ","$723,660,415,505.29 ","$811,064,516,905.33 ","$890,298,100,067.92 ","$1,071,324,397,430.25 ","$1,321,735,880,770.36 ","$1,518,091,688,363.74 ","$1,571,653,095,184.72 ","$1,431,442,362,415.69 ","$1,575,310,857,166.59 ","$1,734,224,222,956.66 ","$1,847,017,054,394.22 ","$2,043,852,782,637.27 ","$2,311,295,448,247.12 ","$2,681,922,543,395.70 ","$3,106,483,464,947.14 ","$3,740,321,729,010.93 ","$4,727,369,211,702.72 ","$5,978,428,072,955.47 ","$6,483,977,394,715.25 ","$7,888,957,749,541.36 ","$9,645,008,222,753.37 ","$10,758,481,557,851.80 ","$11,870,565,646,660.70 ","$12,798,136,833,357.70 ","$13,326,936,591,373.30 ","$13,611,836,958,159.30 ","$14,876,744,560,573.50 ","$16,639,892,731,999.30 ","$17,207,134,431,205.90 ","$17,487,420,266,794.30 ","$20,837,352,063,117.50 ","$21,189,324,409,148.30 "
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,"$150,325,406,857.62 ","$159,940,391,122.29 ","$164,426,987,482.15 ","$174,329,767,924.92 ","$199,945,297,628.87 ","$216,446,892,673.54 ","$213,717,585,174.22 ","$224,481,783,366.11 ","$242,649,043,703.58 ","$270,732,689,849.85 ","$286,772,120,540.82 ","$310,202,914,047.88 ","$339,147,957,048.17 ","$433,956,554,432.37 ","$606,060,392,680.64 ","$651,462,397,679.96 ","$711,513,664,102.47 ","$794,834,487,670.36 ","$914,896,533,738.63 ","$1,072,741,942,109.17 ","$1,334,955,732,224.65 ","$1,491,022,453,297.72 ","$1,418,937,141,151.78 ","$1,429,300,176,950.80 ","$1,457,264,926,621.25 ","$1,455,540,349,922.63 ","$1,471,507,593,965.89 ","$1,495,076,737,734.36 ","$1,555,302,003,152.91 ","$1,584,652,248,354.85 ","$1,860,056,796,275.85 ","$1,968,877,107,462.77 ","$2,163,166,983,544.97 ","$2,376,229,055,511.09 ","$2,497,962,203,210.62 ","$2,560,945,788,026.81 ","$2,792,350,894,378.17 ","$2,984,903,627,916.20 ","$2,942,800,566,756.13 ","$3,112,677,522,884.36 ","$3,386,374,511,009.56 ","$3,357,006,119,628.58 ","$3,264,336,980,104.44 ","$3,633,102,752,693.61 ","$4,229,767,093,661.88 ","$4,931,859,588,770.02 ","$5,639,663,592,981.58 ","$6,671,943,375,191.41 ","$7,524,219,026,102.23 ","$7,262,366,408,335.99 ","$8,804,986,202,942.55 ","$9,724,222,961,681.76 ","$10,162,396,987,594.30 ","$10,305,214,092,089.60 ","$10,661,877,094,591.40 ","$10,147,533,368,060.60 ","$10,480,129,806,000.40 ","$11,335,422,969,863.60 ","$11,465,084,494,129.50 ","$11,696,252,034,573.30 ","$10,909,268,111,328.20 ","$12,674,194,364,881.80 ","$14,029,514,129,087.00 "
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,"$154,635,572,036.74 ","$155,171,539,971.90 ","$158,388,453,382.13 ","$176,730,177,978.80 ","$202,714,831,720.70 ","$225,621,661,980.28 ","$252,106,640,604.13 ","$273,182,977,872.02 ","$301,204,253,595.28 ","$346,861,784,582.22 ","$408,898,138,223.85 ","$453,726,954,329.13 ","$563,010,907,247.16 ","$741,889,900,791.10 ","$854,713,010,143.85 ","$935,819,191,485.15 ","$1,028,846,516,914.69 ","$1,225,988,932,220.26 ","$1,546,792,686,267.23 ","$1,679,992,908,986.78 ","$1,815,967,653,285.01 ","$2,001,890,806,303.95 ","$1,962,329,472,988.37 ","$2,087,904,294,838.24 ","$2,235,982,147,816.94 ","$2,359,536,624,595.28 ","$3,082,609,431,901.86 ","$3,619,762,729,461.22 ","$4,354,920,545,659.52 ","$4,536,212,294,968.79 ","$4,738,184,774,160.96 ","$5,349,238,155,317.49 ","$5,844,850,958,070.34 ","$6,536,237,529,932.08 ","$7,403,854,162,598.85 ","$8,407,270,073,236.73 ","$8,101,132,439,890.59 ","$7,744,674,417,552.83 ","$6,929,788,830,686.53 ","$7,740,389,071,255.51 ","$8,374,967,389,221.69 ","$7,788,979,324,780.61 ","$7,911,872,939,399.31 ","$8,699,256,032,059.14 ","$9,756,921,956,173.97 ","$10,409,529,158,921.50 ","$11,031,655,622,225.10 ","$12,325,978,560,532.80 ","$14,210,859,901,527.20 ","$14,623,038,565,206.80 ","$17,066,365,173,220.00 ","$19,790,735,702,384.00 ","$21,172,217,151,488.20 ","$21,410,751,038,294.30 ","$22,086,203,629,928.30 ","$21,997,190,975,438.60 ","$22,772,302,203,840.80 ","$24,324,925,891,393.00 ","$26,485,229,927,652.40 ","$27,023,995,393,949.00 ","$27,144,860,679,483.90 ","$31,095,572,987,690.80 ","$30,655,246,030,297.70 "
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$862,085,298,434.65 ","$834,089,891,182.10 ","$893,030,485,494.28 ","$868,754,964,105.51 ","$799,090,648,379.37 ","$785,130,736,517.82 ","$674,026,502,861.23 ","$721,539,047,178.55 ","$729,341,868,564.71 ","$761,415,145,986.36 ","$705,490,554,240.30 ","$591,797,958,891.09 ","$662,865,829,213.56 ","$655,068,103,160.57 ","$750,707,698,399.93 ","$947,224,168,366.44 ","$1,256,021,604,553.75 ","$1,589,623,215,078.92 ","$1,950,105,723,610.70 ","$2,509,469,361,144.89 ","$3,110,393,199,188.08 ","$2,437,810,986,692.64 ","$2,953,116,796,718.19 ","$3,670,089,875,344.11 ","$3,914,684,841,121.45 ","$4,150,272,500,477.57 ","$3,845,774,153,167.21 ","$2,921,688,285,552.26 ","$2,777,867,803,805.59 ","$3,118,424,956,384.82 ","$3,182,909,933,137.88 ","$3,248,044,237,780.69 ","$2,990,896,567,052.31 ","$3,581,677,715,819.85 ","$4,124,699,980,830.46 "
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,"$739,191,741,175.27 ","$796,059,940,230.19 ","$832,721,275,093.08 ","$921,043,624,554.66 ","$1,019,416,869,668.74 ","$1,149,365,465,569.76 ","$1,377,130,817,922.61 ","$1,749,169,483,519.01 ","$1,976,490,376,080.63 ","$2,308,913,172,421.84 ","$2,400,124,921,855.17 ","$2,720,075,903,675.63 ","$3,319,817,103,756.10 ","$4,061,208,581,428.34 ","$4,599,944,656,870.69 ","$4,093,971,565,028.18 ","$3,945,237,401,488.66 ","$3,827,325,614,602.15 ","$3,678,603,570,653.75 ","$3,806,796,130,068.03 ","$5,196,005,238,392.34 ","$6,420,601,838,951.33 ","$7,147,035,857,245.47 ","$7,242,068,229,580.14 ","$8,860,001,405,151.17 ","$9,139,950,356,709.02 ","$9,801,538,419,939.58 ","$9,003,041,853,259.33 ","$9,412,894,014,587.88 ","$10,871,362,174,018.70 ","$11,096,209,984,371.20 ","$10,522,983,199,953.40 ","$10,795,976,125,256.90 ","$10,678,007,624,358.80 ","$10,066,421,859,249.20 ","$10,167,228,168,694.50 ","$11,134,372,565,307.20 ","$13,536,888,371,227.60 ","$15,777,100,065,927.40 ","$16,782,544,224,445.10 ","$18,169,184,200,684.10 ","$21,230,055,608,752.90 ","$23,365,417,649,314.70 ","$20,549,545,129,765.70 ","$21,022,097,952,360.30 ","$23,307,862,167,328.80 ","$22,452,882,595,862.30 ","$23,456,119,535,713.40 ","$23,783,762,693,462.80 ","$20,487,299,241,754.50 ","$20,419,509,740,630.10 ","$21,655,200,512,836.20 ","$23,193,777,815,580.40 ","$22,910,270,792,580.60 ","$22,150,021,659,550.10 ","$25,153,884,144,575.60 ","$25,192,037,594,848.60 "
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,"$2,069,465,326.42 ","$1,753,850,416.76 ","$1,518,208,221.24 ","$1,824,344,492.08 ","$2,244,146,867.91 ","$2,387,048,255.45 ","$2,429,309,513.81 ","$2,553,596,091.82 ","$2,582,180,794.19 ","$3,112,166,848.30 ","$2,862,504,170.00 ","$2,754,220,263.03 ","$3,185,987,234.84 ","$3,891,755,551.94 ","$6,599,259,421.00 ","$7,731,677,256.81 ","$9,091,924,304.83 ","$11,026,346,589.50 ","$11,922,502,170.64 ","$14,175,166,007.58 ","$17,881,514,682.88 ","$21,810,767,209.37 ","$19,929,853,574.61 ","$17,152,483,214.35 ","$16,912,515,183.28 ","$17,149,094,589.98 ","$15,314,143,988.06 ","$13,945,431,882.23 ","$13,051,886,552.34 ","$13,890,828,707.65 ","$15,239,278,100.35 ","$16,988,535,267.63 ","$18,094,238,119.06 ","$18,938,717,358.68 ","$22,708,673,336.67 ","$24,432,884,442.22 ","$25,226,393,196.60 ","$28,162,053,026.51 ","$27,981,896,948.47 ","$19,645,272,636.32 ","$18,327,764,882.44 ","$24,468,324,000.00 ","$28,548,945,000.00 ","$32,432,858,000.00 ","$36,591,661,000.00 ","$41,507,085,000.00 ","$46,802,044,000.00 ","$51,007,777,000.00 ","$61,762,635,000.00 ","$62,519,686,000.00 ","$69,555,367,000.00 ","$79,276,664,000.00 ","$87,924,544,000.00 ","$95,129,659,000.00 ","$101,726,331,000.00 ","$99,290,381,000.00 ","$99,937,696,000.00 ","$104,295,862,000.00 ","$107,562,008,000.00 ","$108,108,009,000.00 ","$99,291,124,000.00 ","$106,165,866,000.00 ","$115,049,476,000.00 "
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,"$4,948,667,540.41 ","$5,278,005,611.91 ","$5,605,484,298.98 ","$5,932,242,990.65 ","$6,524,455,205.81 ","$8,042,200,452.15 ","$8,609,283,346.09 ","$9,299,638,055.84 ","$10,098,534,613.44 ","$9,228,963,224.60 ","$11,632,178,868.92 ","$13,315,988,083.42 ","$14,400,806,875.99 ","$14,811,704,063.07 ","$18,020,571,428.57 ","$21,669,908,176.39 ","$22,136,081,081.08 ","$27,655,172,413.79 ","$30,966,239,813.74 ","$33,971,188,991.61 ","$39,053,502,251.07 ","$41,253,507,951.36 ","$40,455,616,653.57 ","$34,980,124,929.02 ","$39,756,299,049.98 ","$42,978,914,311.35 ","$37,387,836,490.53 ","$41,855,986,519.42 ","$46,578,631,452.58 ","$51,897,983,392.65 ","$60,159,245,060.45 ","$67,629,716,981.13 ","$78,436,578,171.09 ","$84,828,807,556.08 ","$90,710,704,806.84 ","$99,838,543,960.08 ","$96,684,636,118.60 ","$85,146,067,415.73 ","$80,288,461,538.46 ","$78,782,467,532.47 ","$89,600,665,557.40 ","$107,426,086,956.52 ","$130,437,828,371.28 ","$162,818,181,818.18 ","$189,147,005,444.65 ","$218,983,666,061.71 ","$235,989,672,977.63 ","$279,116,666,666.67 ","$288,434,108,527.13 ","$305,595,408,895.27 ","$329,366,576,819.41 ","$332,441,717,791.41 ","$248,362,771,739.13 ","$262,588,632,526.73 ","$318,678,815,489.75 ","$383,817,841,547.10 ","$424,671,765,455.70 ","$476,747,720,364.74 "
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,"$244,832,979,621.29 ","$268,965,206,140.92 ","$298,819,073,251.18 ","$335,341,767,111.30 ","$373,024,154,759.55 ","$407,740,569,138.29 ","$444,882,753,309.62 ","$483,418,609,566.27 ","$518,991,679,523.80 ","$579,332,897,735.76 ","$642,618,205,440.97 ","$728,350,687,665.19 ","$879,866,451,210.21 ","$1,142,236,798,783.01 ","$1,295,369,935,840.44 ","$1,501,998,691,902.07 ","$1,567,495,790,394.23 ","$1,782,978,319,993.57 ","$2,183,343,936,515.71 ","$2,644,833,842,318.66 ","$2,962,181,083,319.03 ","$2,574,375,219,647.74 ","$2,492,495,326,231.07 ","$2,431,611,024,346.65 ","$2,332,403,164,199.50 ","$2,396,184,860,778.49 ","$3,362,907,352,245.57 ","$4,159,431,451,515.90 ","$4,574,521,460,012.74 ","$4,672,689,376,253.43 ","$5,880,688,023,843.26 ","$6,114,122,875,186.21 ","$6,745,618,204,470.38 ","$6,172,471,796,791.99 ","$6,515,617,848,992.98 ","$7,515,452,849,974.95 ","$7,604,358,498,831.92 ","$6,952,189,647,138.43 ","$7,149,215,002,406.38 ","$7,116,212,677,298.50 ","$6,495,755,148,668.91 ","$6,596,586,819,720.33 ","$7,200,156,656,955.41 ","$8,862,330,817,568.41 ","$10,160,398,631,608.80 ","$10,523,525,439,926.80 ","$11,184,044,960,382.40 ","$12,879,111,960,143.50 ","$14,158,257,793,140.30 ","$12,938,506,838,994.80 ","$12,641,745,700,258.50 ","$13,637,891,491,638.90 ","$12,638,777,298,888.50 ","$13,196,293,606,325.50 ","$13,510,069,962,193.70 ","$11,675,505,777,208.60 ","$11,973,696,253,892.80 ","$12,679,719,055,232.60 ","$13,698,192,927,474.50 ","$13,418,360,523,881.50 ","$13,086,148,411,425.10 ","$14,570,891,691,511.70 ","$14,040,893,546,587.30 "
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$477,101,651.65 ","$467,872,714.76 ","$531,688,311.69 ","$578,015,625.00 ","$693,535,954.19 ","$686,490,090.14 ","$745,523,074.71 ","$688,918,508.95 ","$706,370,815.58 ","$752,371,683.20 ","$729,321,671.45 ","$870,248,293.68 ","$1,109,054,005.44 ","$1,098,424,709.49 ","$1,211,161,879.67 ","$1,317,974,491.06 ","$1,380,188,800.00 ","$1,856,695,551.22 ","$1,589,515,447.15 ","$2,065,001,626.02 ",,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,"$12,072,126,075.40 ","$13,834,300,571.48 ","$16,138,545,209.25 ","$19,074,913,947.72 ","$21,343,844,643.73 ","$24,756,958,694.92 ","$28,721,062,242.16 ","$31,647,119,228.20 ","$31,475,548,481.41 ","$36,038,711,599.54 ","$40,992,995,008.32 ","$46,619,420,359.28 ","$59,132,415,221.33 ","$78,639,525,985.15 ","$97,274,006,345.54 ","$114,777,046,376.81 ","$118,507,184,779.91 ","$132,449,277,108.43 ","$160,599,687,500.00 ","$214,601,955,875.06 ","$232,766,822,928.75 ","$202,807,891,511.98 ","$195,996,754,505.53 ","$170,951,185,614.85 ","$172,102,910,370.52 ","$180,793,463,796.48 ","$251,321,075,204.94 ","$318,747,935,588.20 ","$376,160,409,941.44 ","$414,757,056,922.00 ","$536,558,591,250.41 ","$577,166,174,539.63 ","$630,916,018,202.50 ","$525,075,636,030.85 ","$530,562,634,455.35 ","$614,609,020,549.77 ","$642,588,992,512.81 ","$590,077,272,727.27 ","$619,214,834,614.10 ","$634,907,542,858.30 ","$598,363,313,494.90 ","$627,830,029,412.21 ","$708,756,677,088.63 ","$907,491,523,174.12 ","$1,069,055,675,273.75 ","$1,153,715,822,717.51 ","$1,260,398,977,831.76 ","$1,474,002,579,820.00 ","$1,631,863,493,552.34 ","$1,491,472,923,706.64 ","$1,422,108,199,783.37 ","$1,480,710,495,710.13 ","$1,324,750,738,725.00 ","$1,355,579,535,912.56 ","$1,371,820,537,888.60 ","$1,196,156,971,279.69 ","$1,233,554,967,011.71 ","$1,313,245,330,197.66 ","$1,421,702,715,218.01 ","$1,394,320,055,129.38 ","$1,276,962,685,648.23 ","$1,427,380,681,294.55 ","$1,397,509,272,054.48 "
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,502,970,889.06 ","$4,786,018,988.16 ","$5,154,420,649.23 ","$5,674,080,542.89 ","$5,756,912,265.76 ","$5,686,579,747.54 ","$6,254,649,538.98 ","$7,367,975,887.73 ","$9,874,013,098.46 ","$12,145,911,801.24 ","$14,106,790,200.22 ","$17,022,870,405.22 ","$22,449,129,482.62 ","$24,341,678,628.97 ","$19,633,031,397.61 ","$19,523,477,325.62 ","$23,213,994,093.46 ","$23,019,150,071.19 ","$25,115,753,366.11 ","$26,634,083,965.10 ","$22,890,762,090.15 ","$24,072,829,276.78 ","$26,924,385,103.07 ","$30,624,720,196.23 ","$31,081,901,909.22 ","$31,370,395,572.77 ","$37,191,166,151.98 ","$38,100,812,958.52 "
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,"$7,324,903,191.94 ","$7,707,678,023.05 ","$8,567,890,825.40 ","$8,096,302,370.74 ","$9,480,840,483.09 ","$9,848,600,869.57 ","$10,527,338,647.34 ","$10,908,935,748.79 ","$11,476,584,879.23 ","$12,175,166,763.29 ","$13,463,868,357.49 ","$10,492,993,077.61 ","$8,830,712,713.91 ","$6,927,950,564.56 ","$7,663,984,567.90 ","$8,547,939,730.62 ","$8,589,233,419.59 ","$7,818,205,971.60 ","$7,700,833,482.01 ","$8,242,349,955.05 ","$8,231,326,016.47 ","$7,850,809,498.17 ","$8,623,691,300.04 ","$10,131,187,261.44 ","$12,401,139,453.97 ","$15,280,861,834.60 ","$19,707,616,772.80 ","$27,066,912,635.22 ","$32,437,389,116.04 ","$29,933,790,334.34 ","$31,952,763,089.33 ","$43,310,721,414.08 ","$47,648,276,190.30 ","$55,612,228,233.52 ","$64,589,329,344.69 ","$74,296,745,599.00 ","$81,770,886,908.52 ","$84,269,196,152.03 ","$95,912,607,970.17 ","$107,657,734,392.45 ","$111,261,882,913.34 ","$126,783,472,501.13 "
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"$725,882,274,752.55 ","$820,757,717,773.02 ","$990,362,028,045.84 ","$1,281,934,388,219.46 ","$1,451,652,145,420.38 ","$1,690,761,678,269.72 ","$1,769,935,314,570.55 ","$2,004,764,968,389.22 ","$2,442,532,706,245.08 ","$2,952,641,158,090.90 ","$3,302,960,284,315.51 ","$2,879,789,914,532.56 ","$2,777,189,622,000.29 ","$2,701,887,926,641.80 ","$2,603,220,657,105.87 ","$2,677,480,780,323.40 ","$3,743,790,927,546.53 ","$4,630,938,021,004.68 ","$5,083,942,710,178.23 ","$5,193,046,311,962.75 ","$6,497,762,738,132.14 ","$6,735,921,579,249.33 ","$7,406,344,155,354.12 ","$6,761,163,265,087.01 ","$7,161,927,357,609.80 ","$8,295,833,072,767.38 ","$8,431,357,595,824.37 ","$7,733,774,323,755.39 ","$7,969,828,858,391.96 ","$7,925,875,793,536.15 ","$7,276,637,983,680.52 ","$7,393,878,987,404.84 ","$8,083,741,282,668.47 ","$9,932,175,155,886.00 ","$11,418,921,613,749.30 ","$11,910,059,838,304.00 ","$12,712,564,874,685.10 ","$14,727,376,164,775.50 ","$16,295,205,228,567.30 ","$14,762,588,819,490.10 ","$14,555,972,617,838.30 ","$15,764,817,006,877.00 ","$14,641,967,048,097.10 ","$15,294,848,407,438.20 ","$15,650,588,620,202.00 ","$13,553,055,207,692.00 ","$13,889,039,447,069.80 ","$14,764,668,937,681.10 ","$15,979,881,686,055.60 ","$15,692,624,900,173.00 ","$15,370,461,303,996.40 ","$17,187,869,517,145.90 ","$16,641,391,923,811.10 "
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,"$47,553,203,041.47 ","$53,024,859,070.80 ","$64,752,692,685.52 ","$65,646,054,526.65 ","$75,151,806,553.98 ","$92,107,982,367.08 ","$136,980,406,437.28 ","$153,759,152,211.23 ","$180,961,180,756.51 ","$198,946,871,312.85 ","$221,609,506,111.15 ","$278,282,388,165.35 ","$349,155,129,430.74 ","$486,960,997,286.50 ","$465,987,242,887.80 ","$396,874,429,746.79 ","$358,602,829,891.37 ","$366,367,601,094.61 ","$355,495,313,466.28 ","$366,254,709,391.74 ","$383,794,948,240.24 ","$381,230,663,368.44 ","$551,342,530,427.43 ","$381,531,446,738.91 ","$347,676,359,980.34 ","$326,388,229,892.99 ","$314,279,238,490.90 ","$361,869,344,293.64 ","$374,057,006,833.95 ","$423,892,448,016.90 ","$419,660,968,046.89 ","$452,246,369,665.92 ","$525,779,770,490.54 ","$524,681,289,000.56 ","$514,970,518,033.74 ","$539,908,403,989.96 ","$680,984,145,585.37 ","$855,994,138,374.02 ","$1,060,372,941,416.13 ","$1,291,298,791,468.20 ","$1,635,897,220,165.64 ","$1,511,996,903,435.02 ","$1,789,072,058,275.98 ","$1,682,542,841,743.46 ","$1,885,587,511,075.61 ","$1,957,252,462,301.61 ","$2,076,522,998,831.26 ","$1,658,615,485,489.46 ","$1,554,854,673,356.30 ","$1,645,002,526,594.42 ","$1,729,702,731,010.28 ","$1,825,819,675,083.71 ","$1,662,433,181,851.91 ","$1,782,737,506,679.64 ","$1,891,789,706,611.70 "
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,"$5,224,102,195.53 ","$5,921,659,485.03 ","$6,340,580,854.39 ","$6,885,920,328.66 ","$7,766,655,085.79 ","$8,589,340,019.03 ","$9,208,524,504.88 ","$9,368,954,010.31 ","$8,823,033,880.33 ","$10,070,766,720.50 ","$11,357,516,987.54 ","$12,527,405,512.93 ","$14,743,186,119.87 ","$19,472,363,466.63 ","$24,848,821,490.47 ","$29,472,623,242.28 ","$31,849,513,771.35 ","$33,499,799,321.23 ","$36,256,160,288.81 ","$44,465,255,686.15 ","$53,645,202,422.70 ","$52,448,332,874.07 ","$52,797,582,336.25 ","$50,973,526,900.09 ","$52,888,800,949.74 ","$55,875,863,392.17 ","$73,531,550,551.26 ","$91,594,751,792.24 ","$109,058,990,760.48 ","$119,012,054,870.45 ","$141,438,345,513.92 ","$127,773,856,785.77 ","$112,532,519,246.08 ","$89,214,114,708.03 ","$103,299,943,084.80 ","$134,189,814,814.82 ","$132,129,174,216.93 ","$126,912,152,101.71 ","$134,038,718,291.06 ","$135,264,083,658.69 ","$126,019,543,413.33 ","$129,533,107,311.81 ","$140,404,460,203.14 ","$171,652,458,349.41 ","$197,479,443,979.15 ","$204,885,494,686.38 ","$217,089,269,791.76 ","$256,378,067,752.16 ","$285,716,311,136.72 ","$253,497,520,828.52 ","$249,424,310,816.67 ","$275,604,356,167.32 ","$258,290,060,227.73 ","$271,362,405,890.59 ","$274,862,826,772.15 ","$234,534,382,384.77 ","$240,771,351,298.84 ","$255,647,979,916.47 ","$275,708,001,767.84 ","$268,514,916,972.54 ","$271,886,077,382.10 ","$296,387,625,263.56 ","$280,825,957,768.48 "
