Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,"$68,172,083,254.55 ","$71,358,741,142.55 ","$77,592,630,259.61 ","$78,189,337,825.53 ","$89,672,295,454.40 ","$97,220,145,030.43 ","$107,487,358,657.43 ","$109,346,248,633.25 ","$117,684,655,539.16 ","$131,858,221,954.73 ","$143,400,008,471.57 ","$158,746,442,517.72 ","$180,600,747,008.56 ","$241,708,939,206.43 ","$317,535,791,822.91 ","$342,490,337,010.10 ","$372,929,451,128.76 ","$404,811,983,096.72 ","$491,322,209,511.27 ","$540,434,106,785.60 ","$652,900,348,679.67 ","$746,794,081,743.70 ","$688,972,840,488.12 ","$595,353,311,198.79 ","$639,292,019,906.35 ","$629,334,804,009.32 ","$638,062,538,337.66 ","$699,109,189,467.02 ","$759,914,669,809.62 ","$863,824,214,500.63 ","$1,037,525,767,088.18 ","$1,096,033,508,686.73 ","$1,181,392,530,141.94 ","$1,388,822,926,019.88 ","$1,587,966,516,149.98 ","$1,677,764,154,596.97 ","$1,831,882,512,080.05 ","$1,998,857,548,431.91 ","$2,007,868,542,123.37 ","$1,779,289,107,461.97 ","$1,968,111,942,216.42 ","$1,913,381,580,564.69 ","$1,720,013,397,494.82 ","$1,759,192,766,236.82 ","$2,007,862,301,447.17 ","$2,431,628,661,931.78 ","$2,837,320,247,592.50 ","$3,353,094,482,458.84 ","$3,880,462,417,139.74 ","$3,602,278,080,284.88 ","$4,510,085,308,198.27 ","$5,272,190,542,589.32 ","$5,244,059,018,780.59 ","$5,382,355,778,791.41 ","$5,407,158,752,447.38 ","$4,595,236,035,713.86 ","$4,465,515,336,167.30 ","$4,980,919,738,935.91 ","$4,836,605,850,788.75 ","$4,769,077,474,514.31 ","$4,020,603,113,235.61 ","$5,045,912,949,121.67 ","$5,784,017,996,581.08 "
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,"$1,757,142,852.65 ","$2,366,666,615.56 ","$1,776,842,088.52 ","$1,087,273,103.70 ","$598,961,269.30 ","$714,046,821.09 ","$865,559,879.28 ","$1,028,087,972.31 ","$1,127,806,944.62 ","$1,327,748,690.13 ","$1,543,606,345.12 ","$1,763,536,304.54 ","$1,873,671,550.35 ","$1,747,011,857.33 ","$1,280,177,838.72 ","$1,454,430,642.49 ","$1,731,198,022.45 ","$1,768,619,058.35 ","$1,758,176,653.08 ","$2,023,324,407.30 ","$2,366,398,119.88 ","$2,735,558,734.81 ","$3,455,031,447.60 ","$4,223,152,219.24 ","$5,446,434,031.69 ","$5,836,138,127.07 ","$7,131,773,632.71 ","$8,750,107,401.58 ","$10,192,848,926.26 ","$11,983,252,626.83 ","$13,279,248,478.82 ","$14,426,381,187.09 ","$15,912,495,368.87 ","$17,071,162,084.41 ","$18,141,651,381.39 ","$18,740,559,554.16 ","$18,981,800,705.08 ","$18,827,148,530.02 ","$15,724,383,783.24 "
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,313,540,067.93 ","$2,717,998,687.71 ","$2,838,485,353.96 ","$4,690,415,092.54 ","$5,843,579,160.90 ","$7,941,744,492.12 ","$9,599,127,049.94 ","$11,718,795,528.49 ","$13,690,217,333.27 ","$15,751,867,489.44 ","$17,247,179,005.52 ","$17,391,056,369.23 ","$17,260,364,842.45 ","$17,649,751,243.78 ","$19,152,238,805.97 ","$20,082,918,739.64 ","$21,159,827,992.04 ","$21,497,336,498.97 ","$22,022,709,851.54 ","$24,827,355,014.66 ","$29,118,916,105.61 ","$35,399,582,928.62 ","$38,443,907,042.32 ","$39,927,125,961.19 ","$44,016,799,515.82 ","$46,880,103,080.66 ","$48,095,213,746.47 ","$49,929,337,837.08 ","$51,147,308,773.93 ","$53,027,680,685.84 ","$54,901,519,155.62 ","$51,605,959,131.37 ","$31,712,128,253.80 ","$23,131,941,556.78 ",
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$874,000,000.00 ","$906,000,000.00 ","$927,000,000.00 ","$748,000,000.00 ","$897,000,000.00 ","$949,000,000.00 ","$1,119,000,000.00 ","$1,373,000,000.00 ","$1,726,000,000.00 ","$1,768,000,000.00 ","$1,998,000,000.00 ","$2,398,000,000.00 ","$2,791,614,000.00 ","$3,177,198,100.00 ","$3,225,652,000.00 ","$3,227,075,700.00 ","$3,398,419,600.00 ","$3,390,703,400.00 ","$3,422,754,800.00 ","$3,319,596,500.00 ","$3,039,982,500.00 ","$3,509,000,000.00 ","$4,001,047,150.00 "
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,904,164,239.30 ","$31,991,785,107.63 ","$33,887,005,287.74 ","$30,660,029,871.15 ","$28,610,532,505.41 ","$25,541,383,196.73 ","$27,884,630,117.58 ","$30,700,890,193.32 ","$27,251,275,902.55 ","$35,975,878,804.30 ","$38,270,983,031.82 ","$34,112,079,628.57 ","$20,481,889,763.78 ","$26,265,625,000.00 ","$33,122,307,692.31 ","$47,334,697,611.85 ","$60,094,248,771.99 ","$68,032,985,520.27 ","$86,710,739,534.55 ","$60,808,538,330.34 ","$75,380,800,664.42 ","$48,169,243,831.91 ","$92,540,964,665.56 ","$75,351,117,628.31 ","$57,372,352,562.49 ","$48,717,506,272.70 ","$49,912,085,228.35 ","$67,157,451,660.27 ","$76,686,048,499.35 ","$69,254,143,968.34 ","$46,808,208,747.28 ","$39,798,423,941.03 ","$45,752,336,035.98 "
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"$170,370,370.37 ","$194,444,444.44 ","$183,333,333.33 ","$197,037,037.04 ","$251,481,481.48 ","$284,444,444.44 ","$340,000,000.00 ","$375,555,555.56 ","$429,629,629.63 ","$486,666,666.67 ","$579,629,629.63 ","$613,703,703.70 ","$674,074,074.07 ","$684,814,814.81 ","$713,703,703.70 ","$762,962,962.96 ","$788,888,888.89 ","$805,925,925.93 ","$877,407,407.41 ","$921,851,851.85 ","$932,592,592.59 ","$892,592,592.59 ","$900,000,000.00 ","$987,407,407.41 ","$1,066,666,666.67 ","$1,135,555,555.56 ","$1,268,319,185.19 ","$1,336,088,814.81 ","$1,437,731,111.11 ","$1,401,507,888.89 ","$1,482,370,370.37 ","$1,568,370,370.37 ","$1,598,222,222.22 ","$1,660,222,222.22 ","$1,749,296,296.30 ","$1,807,222,222.22 ","$1,865,444,444.44 ","$1,996,703,703.70 ","$2,057,074,074.07 ","$2,094,185,185.19 ","$1,516,000,000.00 ","$1,691,259,259.26 ","$2,065,027,555.56 "
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,"$84,318,575,227.75 ","$89,675,894,612.84 ","$98,223,077,655.42 ","$99,825,291,120.70 ","$111,007,004,326.05 ","$119,321,358,656.64 ","$131,372,225,704.13 ","$133,988,765,349.14 ","$143,800,251,072.15 ","$160,632,293,252.98 ","$175,240,043,825.86 ","$195,438,627,761.00 ","$219,799,370,310.72 ","$292,374,754,566.07 ","$379,037,627,171.51 ","$397,575,551,770.34 ","$436,013,451,488.33 ","$478,835,118,003.80 ","$574,135,939,798.52 ","$644,210,824,206.37 ","$783,195,794,768.86 ","$894,234,459,001.93 ","$829,114,297,208.29 ","$726,344,898,907.75 ","$764,325,858,454.20 ","$755,896,507,938.21 ","$765,359,263,970.32 ","$821,438,499,128.09 ","$900,990,448,826.76 ","$994,835,204,858.42 ","$1,182,388,726,802.35 ","$1,255,265,130,869.20 ","$1,361,340,161,546.99 ","$1,577,325,564,649.26 ","$1,790,101,644,829.42 ","$1,921,600,530,928.82 ","$2,079,817,890,114.09 ","$2,280,268,567,139.38 ","$2,300,623,733,039.10 ","$2,076,139,362,655.01 ","$2,292,616,638,222.35 ","$2,243,442,747,463.76 ","$2,014,495,003,952.93 ","$2,055,791,160,220.78 ","$2,368,190,257,952.28 ","$2,862,846,929,424.86 ","$3,351,829,873,357.01 ","$3,948,805,125,189.72 ","$4,591,296,955,065.06 ","$4,314,362,221,813.67 ","$5,349,060,248,474.03 ","$6,088,730,809,328.63 ","$6,155,024,383,504.10 ","$6,307,751,441,599.87 ","$6,432,625,813,025.44 ","$5,376,540,613,253.84 ","$5,249,746,391,043.57 ","$5,832,610,432,359.40 ","$5,706,087,467,774.46 ","$5,622,813,152,782.54 ","$4,777,568,569,259.72 ","$5,953,506,616,332.28 ","$6,748,778,263,493.21 "
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"$114,388,369,068.09 ","$114,943,011,933.74 ","$112,848,745,156.73 ","$107,374,274,962.51 ","$107,081,110,481.51 ","$112,104,592,681.83 ","$120,734,699,670.91 ","$132,694,713,024.30 ","$146,223,434,472.69 ","$157,936,434,389.63 ","$183,320,992,524.70 ","$199,242,726,122.47 ","$155,907,494,888.32 ","$154,503,526,457.35 ","$136,273,002,895.92 ","$157,454,198,833.33 ","$173,942,915,415.89 ","$183,070,947,764.71 ","$185,798,413,620.17 ","$190,711,896,125.82 ","$218,551,115,853.25 ","$213,552,754,871.94 ","$232,634,513,018.36 ","$260,880,555,873.83 ","$301,221,296,680.88 ","$355,554,375,620.88 ","$412,394,708,354.57 ","$494,316,747,340.86 ","$603,522,585,096.71 ","$607,850,693,730.49 ","$690,376,684,490.48 ","$801,926,397,361.64 ","$841,893,938,607.50 ","$917,315,427,880.03 ","$985,868,650,324.89 ","$954,995,951,520.48 ","$990,949,126,516.13 ","$1,104,009,004,406.99 ","$1,088,187,940,163.63 ","$1,142,396,570,094.39 ","$1,162,434,896,497.14 ","$1,266,463,101,991.61 ","$1,416,759,808,404.47 "
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"$79,273,100,613.32 ","$82,152,079,439.37 ","$83,082,665,445.09 ","$80,808,247,585.44 ","$79,897,230,355.15 ","$80,959,127,303.04 ","$93,711,044,717.62 ","$108,569,520,029.57 ","$96,499,580,054.63 ","$106,972,330,651.24 ","$133,152,119,892.91 ","$150,296,897,634.33 ","$109,064,524,068.70 ","$114,396,664,382.05 ","$112,060,501,889.70 ","$126,699,296,198.00 ","$141,129,843,390.56 ","$152,153,404,915.87 ","$155,897,783,697.90 ","$158,734,615,370.09 ","$186,507,132,817.44 ","$186,458,183,385.34 ","$200,866,631,978.46 ","$219,319,364,793.51 ","$257,456,872,752.61 ","$308,114,007,902.31 ","$356,075,978,932.67 ","$427,293,203,252.48 ","$512,642,412,198.42 ","$526,007,753,879.31 ","$591,637,362,905.20 ","$430,766,376,180.92 ","$408,599,413,746.53 ","$416,884,104,097.30 ","$448,530,521,691.20 ","$449,577,756,120.78 ","$444,439,642,488.11 ","$491,499,092,098.71 ","$415,816,146,816.49 ","$442,286,990,942.08 ","$436,035,519,309.06 ","$467,876,851,996.68 ","$521,634,375,508.58 "
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"$90,099,360.77 ","$104,889,791.06 ","$124,940,289.36 ","$165,928,864.13 ","$193,980,464.95 ","$246,389,070.12 ","$272,489,336.90 ","$303,493,119.56 ","$436,912,067.97 ","$503,173,104.67 ","$534,699,256.77 ","$511,647,837.15 ","$522,096,760.53 ","$524,023,708.33 ","$502,620,920.66 ","$529,073,612.45 ","$779,357,946.98 ","$1,052,849,231.32 ","$1,161,757,671.02 ","$1,119,983,801.21 ","$1,421,508,875.28 ","$1,484,160,643.69 ","$1,631,176,646.66 ","$1,673,085,618.34 ","$1,948,128,910.56 ","$2,428,524,711.56 ","$2,504,012,993.42 ","$2,298,390,594.72 ","$2,479,698,575.81 ","$2,664,105,901.19 ","$2,483,890,593.71 ","$2,491,800,558.78 ","$2,688,617,884.87 ","$3,070,803,439.08 ","$3,454,374,270.00 ","$3,659,320,086.68 ","$4,000,101,033.36 ","$4,601,430,548.89 ","$5,081,479,840.09 ","$4,504,376,589.92 ","$5,082,338,964.87 ","$5,739,705,822.48 ","$5,456,099,685.19 ","$6,391,711,429.23 ","$6,657,526,636.12 ","$6,268,513,139.70 ","$6,237,299,538.03 ","$6,474,310,909.51 ","$6,692,618,410.51 ","$6,436,467,007.12 ","$6,405,765,970.48 ","$7,186,428,783.12 ",
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,"$1,409,873,949.58 ","$1,444,327,731.09 ","$1,434,156,378.60 ","$1,240,672,268.91 ","$1,309,747,899.16 ","$1,698,319,327.73 ","$1,751,470,588.24 ","$1,859,465,020.58 ","$1,801,344,537.82 ","$1,965,546,218.49 ","$2,296,470,588.24 ","$2,369,308,600.34 ","$2,553,936,348.41 ","$2,875,625,000.00 ","$3,574,586,466.17 ","$3,791,298,145.51 ","$3,591,319,857.31 ","$4,104,509,582.86 ","$2,733,183,856.50 ","$3,364,611,432.24 ","$4,024,621,899.58 ","$4,415,844,155.84 ","$4,768,765,016.82 ","$5,167,913,302.17 ","$6,043,474,842.77 ","$5,978,460,972.02 ","$6,405,210,563.88 ","$6,682,167,119.57 ","$6,978,371,581.26 ","$6,987,267,683.77 ","$8,032,551,173.24 ","$9,000,362,581.58 ","$9,703,011,635.87 ","$10,338,679,635.76 ","$11,717,604,208.82 ","$13,029,697,560.98 ","$13,897,738,375.25 ","$15,091,913,883.71 ","$15,794,972,847.17 ","$15,656,327,859.57 ","$16,330,814,179.98 ","$15,749,753,804.83 ","$16,536,535,647.08 ","$18,881,765,437.22 ","$20,662,525,941.30 ","$24,405,791,044.78 ","$28,279,802,451.27 ","$32,350,238,662.95 ","$40,713,826,320.50 ","$42,066,223,971.02 ","$58,636,160,848.95 ","$67,753,284,134.99 ","$70,447,217,163.62 ","$77,000,578,207.39 ","$82,528,535,572.54 ","$85,140,955,516.75 ","$88,012,281,909.75 ","$94,376,237,831.58 ","$94,493,871,351.42 ","$89,014,978,319.07 ","$84,440,535,698.82 ","$88,496,535,599.36 ","$74,403,578,363.44 "
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,"$88,132,926,255.98 ","$93,268,101,022.51 ","$94,753,315,348.16 ","$105,425,780,799.22 ","$118,413,401,901.67 ","$127,851,800,754.59 ","$117,578,193,580.32 ","$125,596,732,205.06 ","$134,304,853,998.19 ","$148,999,995,284.72 ","$164,717,108,993.54 ","$173,885,669,458.29 ","$188,492,876,223.36 ","$229,847,388,939.66 ","$301,181,598,425.34 ","$332,573,013,999.12 ","$366,594,522,953.83 ","$418,185,902,076.76 ","$460,594,088,379.22 ","$538,549,797,506.09 ","$643,335,562,350.07 ","$776,012,683,487.32 ","$796,818,086,583.60 ","$796,475,352,892.60 ","$780,993,433,162.38 ","$836,784,764,508.39 ","$902,375,564,002.84 ","$886,692,535,665.64 ","$896,894,243,934.22 ","$884,736,574,447.04 ","$948,098,011,389.77 ","$881,412,281,443.80 ","$923,357,143,412.35 ","$897,000,718,772.02 ","$952,834,991,834.09 ","$1,080,682,109,013.77 ","$1,206,368,113,838.54 ","$1,250,994,289,523.67 ","$1,247,921,706,311.47 ","$1,309,601,706,378.84 ","$1,358,443,640,078.61 ","$1,397,363,668,383.97 ","$1,471,118,317,178.78 ","$1,679,995,095,258.56 ","$1,962,071,316,276.55 ","$2,288,548,759,444.82 ","$2,691,387,582,865.31 ","$3,319,083,827,275.09 ","$3,741,331,283,478.26 ","$3,785,725,583,242.67 ","$4,533,254,174,586.71 ","$5,187,185,590,945.90 ","$5,461,792,142,964.60 ","$5,578,818,648,329.08 ","$5,868,162,623,218.58 ","$5,716,557,622,624.56 ","$5,997,917,461,749.40 ","$6,447,085,710,234.66 ","$6,606,760,498,754.65 ","$6,874,526,773,448.24 ","$6,619,062,047,763.54 ","$7,592,013,359,834.72 ","$8,109,649,831,658.54 "
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,"$328,460,411,085.23 ","$325,549,054,205.90 ","$334,089,795,902.26 ","$361,346,791,000.71 ","$404,761,663,132.83 ","$447,569,924,976.62 ","$464,111,355,231.45 ","$475,529,679,883.88 ","$502,151,386,401.70 ","$561,543,483,498.26 ","$616,281,204,931.80 ","$663,112,078,289.55 ","$742,014,297,845.55 ","$946,087,039,548.57 ","$1,199,867,355,110.25 ","$1,328,202,014,396.50 ","$1,426,391,221,074.46 ","$1,602,568,048,403.58 ","$1,781,918,482,843.54 ","$2,063,662,372,115.59 ","$2,431,398,652,800.55 ","$2,730,636,435,848.51 ","$2,691,172,713,846.34 ","$2,600,394,883,336.10 ","$2,677,911,888,320.90 ","$2,775,874,534,098.37 ","$2,891,559,004,748.67 ","$3,007,726,506,256.30 ","$3,180,356,207,103.72 ","$3,321,322,715,298.63 ","$3,826,579,677,452.66 ","$3,697,670,722,944.61 ","$3,819,310,056,693.51 ","$4,078,054,469,337.48 ","$4,409,141,222,652.78 ","$4,950,449,206,237.63 ","$5,428,042,349,965.10 ","$5,746,357,231,856.66 ","$5,566,939,484,996.41 ","$5,452,082,318,949.58 ","$5,957,805,404,623.13 ","$6,012,683,195,857.04 ","$6,164,611,646,170.86 ","$6,945,043,770,585.45 ","$8,241,824,349,157.09 ","$9,810,101,604,943.65 ","$11,639,461,030,837.00 ","$14,370,508,850,888.80 ","$17,192,974,516,975.00 ","$16,816,751,222,178.80 ","$20,465,368,009,772.60 ","$24,151,876,656,634.20 ","$25,698,108,062,037.80 ","$27,210,105,126,960.80 ","$28,140,117,982,873.00 ","$26,681,765,753,333.80 ","$26,916,084,709,959.30 ","$29,590,502,584,084.80 ","$31,364,367,229,265.60 ","$32,110,421,084,434.40 ","$30,983,506,895,431.50 ","$36,956,314,249,382.10 ","$39,131,343,077,562.70 "
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,"$34,579,986.18 ","$35,699,985.73 ","$41,859,983.27 ","$47,039,981.20 ","$51,939,979.24 ","$54,879,978.07 ","$56,699,977.34 ","$59,261,976.32 ","$61,445,975.45 ","$65,967,973.64 ","$68,739,972.53 ","$76,480,293.95 ","$80,913,175.46 ","$121,188,698.64 ","$150,851,315.73 ","$149,558,945.40 ","$147,659,999.87 ","$193,314,999.83 ","$266,569,999.77 ","$290,134,729.68 ","$431,542,682.24 ","$434,188,034.19 ","$348,741,737.28 ","$386,699,308.95 ","$333,163,557.42 ","$268,629,925.92 ","$318,858,469.54 ","$402,768,258.54 ","$470,395,904.05 ","$495,409,138.18 ","$596,410,302.16 ","$704,325,366.72 ","$831,029,813.14 ","$835,582,169.02 ","$878,250,862.83 ","$1,001,894,000.28 ","$946,112,456.17 ","$998,004,330.91 ","$928,460,865.12 ","$912,773,656.15 ","$887,291,645.30 ","$825,706,961.24 ","$775,777,263.09 ","$1,157,825,409.28 ","$1,511,236,655.52 ","$1,682,343,439.31 ","$1,800,092,519.45 ","$1,682,025,303.16 ","$1,766,820,422.48 ","$1,740,835,819.80 ","$2,234,731,973.55 ","$2,579,421,686.25 ","$2,477,702,252.80 ","$2,367,113,170.00 ","$2,441,063,169.48 ","$2,359,754,087.58 ","$2,114,426,468.66 ","$2,306,741,598.80 ","$2,556,247,155.57 ","$2,436,029,587.61 ","$2,117,736,527.80 ","$2,373,416,268.51 ","$2,553,459,762.80 "
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,"$187,879,636,913.40 ","$174,494,200,572.47 ","$177,739,054,287.77 ","$193,962,516,262.90 ","$213,074,603,900.15 ","$239,635,727,703.08 ","$266,930,865,057.18 ","$268,220,607,339.32 ","$272,945,950,308.17 ","$304,305,496,423.20 ","$346,354,817,312.09 ","$384,985,432,823.91 ","$442,281,525,192.44 ","$570,027,356,655.59 ","$670,590,593,320.00 ","$737,575,791,537.23 ","$795,110,050,384.08 ","$922,284,640,069.32 ","$959,681,796,280.21 ","$1,141,426,067,178.44 ","$1,305,127,873,819.61 ","$1,369,362,066,137.77 ","$1,392,844,983,995.26 ","$1,279,910,481,204.36 ","$1,336,604,317,430.23 ","$1,446,300,965,545.53 ","$1,540,156,977,218.77 ","$1,625,958,434,413.47 ","$1,773,983,340,014.26 ","$1,891,766,247,083.54 ","$2,036,712,896,681.06 ","$2,039,346,669,796.41 ","$2,075,918,077,864.69 ","$2,166,490,210,483.83 ","$2,456,582,443,329.87 ","$3,018,344,023,471.30 ","$3,329,641,134,915.49 ","$3,486,552,209,715.33 ","$3,361,132,425,309.67 ","$3,106,308,288,146.52 ","$3,410,160,195,631.02 ","$3,524,971,410,363.02 ","$3,736,762,127,352.22 ","$4,257,884,246,629.23 ","$5,117,207,890,045.28 ","$6,172,838,531,832.88 ","$7,448,570,230,979.50 ","$9,382,521,778,909.07 ","$11,663,323,670,463.30 ","$11,268,891,687,538.10 ","$13,553,728,682,871.00 ","$16,519,537,910,748.40 ","$17,680,702,314,004.10 ","$19,042,110,155,027.30 ","$19,775,313,806,693.10 ","$18,549,854,155,934.10 ","$18,593,432,462,844.90 ","$20,629,823,637,317.10 ","$22,621,357,448,474.10 ","$23,047,283,010,403.60 ","$22,525,940,505,680.50 ","$26,827,496,302,511.40 ","$28,078,790,059,154.90 "
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,867,140,395.34 ","$8,382,519,637.46 ","$10,118,631,851.53 ","$11,239,547,690.98 ","$10,971,583,944.76 ","$11,524,776,866.64 ","$12,237,388,001.73 ","$14,259,781,159.01 ","$18,781,721,376.20 ","$22,627,507,451.56 ","$26,097,677,571.84 ","$30,183,575,103.53 ","$39,697,891,351.94 ","$47,797,551,587.88 ","$37,388,122,046.15 ","$37,128,694,028.24 ","$43,535,051,482.39 ","$42,927,454,291.48 ","$46,523,420,074.44 ","$48,533,659,592.17 ","$41,435,533,340.39 ","$43,047,309,305.74 ","$47,758,736,931.78 ","$53,751,411,409.44 ","$54,760,617,012.92 ","$56,914,826,860.69 ","$66,414,994,991.79 ","$70,334,299,008.38 "
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,"$703,925,705.94 ","$704,145,671.35 ","$741,509,480.80 ","$791,140,595.77 ","$903,158,753.94 ","$921,600,736.30 ","$968,440,149.47 ","$974,721,762.54 ","$1,066,447,130.82 ","$1,234,878,980.50 ","$1,457,768,455.02 ","$1,518,773,421.38 ","$1,901,697,369.63 ","$2,609,875,802.11 ","$3,183,637,116.82 ","$3,123,333,333.33 ","$3,423,586,206.90 ","$3,789,321,328.08 ","$4,718,539,772.00 ","$5,516,982,663.73 ","$6,019,805,490.41 ","$5,053,665,797.48 ","$4,602,316,793.22 ","$4,524,217,751.48 ","$4,438,435,492.88 ","$4,577,211,767.10 ","$6,685,595,087.59 ","$8,320,902,215.02 ","$9,418,167,855.18 ","$10,037,674,037.67 ","$12,778,792,853.69 ","$13,834,219,728.29 ","$15,518,702,634.88 ","$15,925,521,222.01 ","$17,701,798,890.76 ","$20,853,093,869.73 ","$20,895,314,657.98 ","$19,563,836,265.22 ","$20,150,053,345.19 ","$21,899,317,598.84 ","$21,230,182,989.30 ","$21,387,533,703.23 ","$23,649,833,332.17 ","$29,667,268,248.13 ","$35,064,843,792.90 ","$37,672,280,120.48 ","$42,910,146,296.06 ","$51,587,401,415.79 ","$58,844,277,701.53 ","$54,467,289,897.56 ","$56,213,985,987.42 ","$61,696,281,326.25 ","$59,776,383,527.36 ","$65,203,276,466.98 ","$68,804,811,897.64 ","$60,071,584,216.14 ","$62,216,885,435.95 ","$65,712,180,342.98 ","$71,000,359,760.46 ","$69,825,641,851.01 ","$73,992,591,285.30 ","$85,506,243,833.78 ","$82,274,812,250.92 "
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,789,128,636.62 ","$5,975,248,851.45 ","$6,527,926,445.68 ","$7,166,275,467.65 ","$7,533,788,133.56 ","$7,958,852,838.93 ","$8,362,398,701.59 ","$9,557,031,605.28 ","$11,771,975,156.81 ","$14,435,700,533.37 ","$17,003,459,863.10 ","$21,570,076,498.62 ","$31,054,350,977.98 ","$35,854,274,228.91 ","$26,410,909,090.91 ","$23,956,163,076.56 ","$27,474,380,566.27 ","$28,169,902,669.38 ","$30,204,783,461.85 ","$31,386,896,487.04 ","$27,263,090,547.06 ","$28,083,597,512.48 ","$30,483,806,017.83 ","$34,429,023,435.02 ","$34,343,961,072.82 ","$34,601,740,323.34 ","$39,725,383,601.21 ","$41,153,912,662.86 "
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,"$1,142,497,657.76 ","$1,133,013,285.80 ","$1,304,361,353.27 ","$1,362,072,216.71 ","$1,532,105,006.45 ","$1,957,724,747.89 ","$2,288,761,917.40 ","$2,705,665,379.76 ","$3,246,481,368.16 ","$3,765,249,711.09 ","$4,914,365,394.53 ","$5,665,606,114.80 ","$6,311,207,515.65 ","$7,046,147,442.14 ","$7,176,892,950.39 ","$7,267,571,196.46 ","$6,797,792,474.19 ","$6,547,670,439.26 ","$6,774,193,548.39 ","$6,860,272,608.45 ","$7,371,692,468.56 ","$8,246,479,394.60 ","$10,643,253,442.62 ","$12,160,056,754.84 ","$14,874,098,382.09 ","$18,439,981,803.63 ","$21,027,018,551.15 ","$21,587,786,004.59 ","$28,241,799,668.01 ","$36,845,887,225.43 ","$43,189,724,079.77 ","$51,536,592,939.03 ","$54,902,831,793.50 ","$45,048,188,247.65 ","$45,070,807,279.63 ","$50,440,935,654.01 ","$55,284,309,690.27 ","$55,204,960,999.59 ","$25,459,685,019.55 ","$30,123,795,336.89 ","$21,979,475,560.62 "
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$775,875,857.98 ",,,"$772,921,756.31 ",,,,,,,,
